"hanzi_sc","hanzi_trad","pinyin","pinyin_style2","level","level_zh","cc_cedict_definitions"
"猴","猴","hóu","hou2","5","Level 5","monkey"
"貌","貌","mào","mao4","5","Level 5","appearance"
"泼","潑","pō","po1","5","Level 5","to splash/to spill/rough and coarse/brutish"
"亏","虧","kuī","kui1","5","Level 5","deficiency/deficit/luckily/it's lucky that.../(often ironically) fancy that..."
"慌","慌","huāng","huang1","5","Level 5","to get panicky; to lose one's head/(coll.) (after 得[de2]) unbearably; terribly"
"洒","灑","sǎ","sa3","5","Level 5","to sprinkle/to spray/to spill/to shed"
"歇","歇","xiē","xie1","5","Level 5","to rest/to take a break/to stop/to halt/(dialect) to sleep/a moment/a short while"
"碍","礙","ài","ai4","5","Level 5","to hinder/to obstruct/to block"
"葡","葡","pú","pu2","5","Level 5","used in ~萄[pu2 tao5]"
"萄","萄","táo","tao2","5","Level 5","used in 葡~[pu2 tao5]"
"郊","郊","jiāo","jiao1","5","Level 5","suburbs/outskirts"
"辅","輔","fǔ","fu3","5","Level 5","to assist/to complement/auxiliary"
"胡","鬍胡","hú","hu2","5","Level 5","beard/mustache/whiskers"
"珠","珠","zhū","zhu1","5","Level 5","bead/pearl/CL:粒[li4],顆|颗[ke1]"
"拜","拜","bài","bai4","5","Level 5","to pay respect/worship/visit/salute"
"倡","倡","chàng","chang4","5","Level 5","to initiate/to instigate/to introduce/to lead"
"梨","梨","lí","li2","5","Level 5","pear/CL:個|个[ge4]"
"叉","叉","chā","cha1","5","Level 5","to diverge/to open (as legs)"
"咳","咳","ké","ke2","5","Level 5","cough"
"帘","帘簾","lián","lian2","5","Level 5","hanging screen or curtain"
"鸭","鴨","yā","ya1","5","Level 5","duck (CL:隻|只[zhi1])/(slang) male prostitute"
"勤","勤","qín","qin2","5","Level 5","industrious/solicitous"
"羽","羽","yǔ","yu3","5","Level 5","feather/5th note in pentatonic scale"
"柜","櫃柜","guì","gui4","5","Level 5","cupboard/cabinet/wardrobe"
"寿","壽","shòu","shou4","5","Level 5","long life/old age/age/life/birthday/funerary"
"烤","烤","kǎo","kao3","5","Level 5","to roast/to bake/to broil"
"柿","柿","shì","shi4","5","Level 5","persimmon"
"纲","綱","gāng","gang1","5","Level 5","head rope of a fishing net/guiding principle/key link/class (taxonomy)/outline/program"
"柴","柴","chái","chai2","5","Level 5","firewood/lean (of meat)/thin (of a person)"
"籍","籍","jí","ji2","5","Level 5","book or record/registry/roll/place of one's family or ancestral records/membership"
"夕","夕","xī","xi1","5","Level 5","dusk/evening/Taiwan pr. [xi4]"
"朗","朗","lǎng","lang3","5","Level 5","clear/bright"
"押","押","yā","ya1","5","Level 5","to mortgage/to pawn/to detain in custody/to escort and protect/(literary) to sign"
"振","振","zhèn","zhen4","5","Level 5","to shake/to flap/to vibrate/to resonate/to rise up with spirit/to rouse oneself"
"坦","坦","tǎn","tan3","5","Level 5","flat/open-hearted/level/smooth"
"竹","竹","zhú","zhu2","5","Level 5","bamboo/CL:棵[ke1],支[zhi1],根[gen1]/Kangxi radical 118"
"绒","絨","róng","rong2","5","Level 5","velvet/woolen"
"胶","膠","jiāo","jiao1","5","Level 5","to glue/glue/gum/rubber"
"雄","雄","xióng","xiong2","5","Level 5","male/staminate/grand/imposing/powerful/mighty/person or state having great power and influence"
"虚","虛","xū","xu1","5","Level 5","emptiness/void/abstract theory or guiding principles/empty or unoccupied/diffident or timid/false/humble or modest/(of health) weak/virtual/in vain"
"股","股","gǔ","gu3","5","Level 5","thigh/part of a whole/portion of a sum/(stock) share/strand of a thread/low-level administrative unit, translated as ""section"" or ""department"" etc, ranked below 科[ke1]/classifier for long winding things like ropes, rivers etc/classifier for smoke, smells etc: thread, puff, whiff/classifier for bands of people, gangs etc/classifier for sudden forceful actions"
"啦","啦","la","la","5","Level 5","sentence-final particle, contraction of 了啊, indicating exclamation/particle placed after each item in a list of examples"
"副","副","fù","fu4","5","Level 5","secondary/auxiliary/deputy/assistant/vice-/abbr. for 副詞|副词 adverb/classifier for pairs, sets of things & facial expressions"
"若","若","ruò","ruo4","5","Level 5","to seem/like/as/if"
"犯","犯","fàn","fan4","5","Level 5","to violate/to offend/to assault/criminal/crime/to make a mistake/recurrence (of mistake or sth bad)"
"罪","罪","zuì","zui4","5","Level 5","crime"
"党","黨","dǎng","dang3","5","Level 5","party/association/club/society/CL:個|个[ge4]"
"镇","鎮","zhèn","zhen4","5","Level 5","to press down/to calm/to subdue/to suppress/to guard/garrison/small town/to cool or chill (food or drinks)"
"伍","伍","wǔ","wu3","5","Level 5","squad of five soldiers/to associate with/five (banker's anti-fraud numeral)"
"嘛","嘛","ma","ma","5","Level 5","modal particle indicating that sth is obvious/particle indicating a pause for emphasis"
"沿","沿","yán","yan2","5","Level 5","along/to follow (a line, tradition etc)/to carry on/to trim (a border with braid, tape etc)/border/edge"
"允","允","yǔn","yun3","5","Level 5","just/fair/to permit/to allow"
"娱","娛","yú","yu2","5","Level 5","to amuse"
"佳","佳","jiā","jia1","5","Level 5","beautiful/fine/good"
"藏","藏","cáng","cang2","5","Level 5","storehouse/depository/Buddhist or Taoist scripture"
"绪","緒","xù","xu4","5","Level 5","beginnings/clues/mental state/thread"
"威","威","wēi","wei1","5","Level 5","power/might/prestige"
"素","素","sù","su4","5","Level 5","raw silk/white/plain, unadorned/vegetarian (food)/essence/nature/element/constituent/usually/always/ever"
"攻","攻","gōng","gong1","5","Level 5","to attack/to accuse/to study"
"端","端耑","duān","duan1","5","Level 5","start/origin"
"岛","島","dǎo","dao3","5","Level 5","island/CL:個|个[ge4],座[zuo4]"
"逼","逼","bī","bi1","5","Level 5","to force (sb to do sth)/to compel/to press for/to extort/to press on towards/to press up to/to close in on/euphemistic variant of 屄[bi1]"
"露","露","lù","lu4","5","Level 5","dew/syrup/nectar/outdoors (not under cover)/to show/to reveal/to betray/to expose"
"爆","爆","bào","bao4","5","Level 5","to explode or burst/to quick fry or quick boil"
"炸","炸","zhà","zha4","5","Level 5","to burst/to explode/to blow up/(fig.) to fly into a rage"
"憾","憾","hàn","han4","5","Level 5","regret (sense of loss or dissatisfaction)"
"予","予","yǔ","yu3","5","Level 5","(literary) to give"
"诺","諾","nuò","nuo4","5","Level 5","to consent/to promise/(literary) yes!"
"咨","咨","zī","zi1","5","Level 5","to consult"
"患","患","huàn","huan4","5","Level 5","to suffer (from illness)/to contract (a disease)/misfortune/trouble/danger/worry"
"赚","賺","zhuàn","zhuan4","5","Level 5","to cheat/to swindle"
"涉","涉","shè","she4","5","Level 5","(literary) to wade across a body of water/(bound form) to experience/to undergo/to be involved/to concern"
"拖","拖","tuō","tuo1","5","Level 5","to drag/to tow/to trail/to hang down/to mop (the floor)/to delay/to drag on"
"监","監","jiān","jian1","5","Level 5","supervisor"
"督","督","dū","du1","5","Level 5","(bound form) to supervise"
"仪","儀","yí","yi2","5","Level 5","apparatus/rites/appearance/present/ceremony"
"贡","貢","gòng","gong4","5","Level 5","to offer tribute/tribute/gifts"
"塞","塞","sāi","sai1","5","Level 5","to stop up/to stuff/to cope with"
"炒","炒","chǎo","chao3","5","Level 5","to sauté; to stir-fry/to speculate (in real estate etc); to scalp/to hype up/to sack; to fire (sb)"
"疾","疾","jí","ji2","5","Level 5","(bound form) disease; ailment/(bound form) swift/(literary) to hate; to abhor"
"偏","偏","piān","pian1","5","Level 5","to lean/to slant/oblique/prejudiced/to deviate from average/to stray from the intended line/stubbornly/contrary to expectations"
"番","番","fān","fan1","5","Level 5","foreign (non-Chinese)/barbarian/classifier for occurrences (of an event, action or speech utterance)/classifier for iterations: times, -fold (as in twofold etc)/classifier for situations: kind, sort"
"杆","杆桿","gān","gan1","5","Level 5","stick/pole/lever/classifier for long objects such as guns"
"扣","釦扣","kòu","kou4","5","Level 5","button"
"踢","踢","tī","ti1","5","Level 5","to kick/to play (e.g. soccer)/(slang) butch (in a lesbian relationship)"
"异","異","yì","yi4","5","Level 5","different/other/hetero-/unusual/strange/surprising/to distinguish/to separate/to discriminate"
"混","混","hùn","hun4","5","Level 5","to mix/to mingle/muddled/to drift along/to muddle along/to pass for/to get along with sb/thoughtless/reckless"
"搭","搭","dā","da1","5","Level 5","to put up/to build (scaffolding)/to hang (clothes on a pole)/to connect/to join/to arrange in pairs/to match/to add/to throw in (resources)/to take (boat, train)"
"氛","氛","fēn","fen1","5","Level 5","miasma/vapor"
"泡","泡","pào","pao4","5","Level 5","bubble; foam/blister/to soak; to steep; to infuse/to dawdle; to loiter/to pick up (a girl)/to get off with (a sexual partner)/classifier for occurrences of an action/classifier for number of infusions"
"田","田","tián","tian2","5","Level 5","field/farm/CL:片[pian4]"
"税","稅","shuì","shui4","5","Level 5","taxes/duties"
"侧","側","cè","ce4","5","Level 5","lean on one side"
"遭","遭","zāo","zao1","5","Level 5","to meet by chance (usually with misfortune)/classifier for events: time, turn, incident"
"谐","諧","xié","xie2","5","Level 5","(bound form) harmonious/(bound form) humorous/(literary) to reach agreement"
"酷","酷","kù","ku4","5","Level 5","ruthless/strong (e.g. of wine)/(loanword) cool/hip"
"滴","滴","dī","di1","5","Level 5","a drop/to drip"
"衡","衡","héng","heng2","5","Level 5","to weigh/weight/measure"
"蒙","蒙矇濛","méng","meng2","5","Level 5","to cover/ignorant/to suffer (misfortune)/to receive (a favor)/to cheat"
"孤","孤","gū","gu1","5","Level 5","lone/lonely"
"挖","挖","wā","wa1","5","Level 5","to dig/to excavate/to scoop out"
"障","障","zhàng","zhang4","5","Level 5","to block/to hinder/to obstruct"
"档","檔","dàng","dang4","5","Level 5","official records/grade (of goods)/file/records/shelves/slot/gap/crosspiece/classifier for crosspieces/classifier for events, affairs etc/Taiwan pr. [dang3]"
"盟","盟","méng","meng2","5","Level 5","oath/pledge/union/to ally/league, a subdivision corresponding to prefecture in Inner Mongolia"
"陷","陷","xiàn","xian4","5","Level 5","pitfall/trap/to get stuck/to sink/to cave in/to frame (false charge)/to capture (a city in battle)/to fall (to the enemy)/defect"
"屏","屏","píng","ping2","5","Level 5","(standing) screen"
"践","踐","jiàn","jian4","5","Level 5","to fulfill (a promise)/to tread/to walk"
"拨","撥","bō","bo1","5","Level 5","to push aside with the hand, foot, a stick etc/to dial/to allocate/to set aside (money)/to poke (the fire)/to pluck (a string instrument)/to turn round/classifier: group, batch"
"暴","暴","bào","bao4","5","Level 5","sudden/violent/cruel/to show or expose/to injure"
"蹈","蹈","dǎo","dao3","5","Level 5","to tread on/to trample/to stamp/to fulfill/Taiwan pr. [dao4]"
"佛","髴佛彿","fú","fu2","5","Level 5","Buddha"
"跌","跌","diē","die1","5","Level 5","to fall/to tumble/to trip/(of prices etc) to drop/Taiwan pr. [die2]"
"慧","慧","huì","hui4","5","Level 5","intelligent"
"井","井","jǐng","jing3","5","Level 5","a well/CL:口[kou3]/neat/orderly"
"箭","箭","jiàn","jian4","5","Level 5","arrow/CL:支[zhi1]"
"症","癥症","zhèng","zheng4","5","Level 5","abdominal tumor/bowel obstruction/(fig.) sticking point"
"宫","宮","gōng","gong1","5","Level 5","palace/temple/castration (as corporal punishment)/first note in pentatonic scale"
"踩","踩","cǎi","cai3","5","Level 5","to step on/to tread/to stamp/to press a pedal/to pedal (a bike)/(online) to downvote"
"灵","靈","líng","ling2","5","Level 5","quick/alert/efficacious/effective/to come true/spirit/departed soul/coffin"
"扎","扎紮","zhā","zha1","5","Level 5","(of troops) to be stationed (at)/Taiwan pr. [zha2]"
"野","壄野","yě","ye3","5","Level 5","field/plain/open space/limit/boundary/rude/feral"
"趟","趟","tàng","tang4","5","Level 5","classifier for times, round trips or rows/a time/a trip"
"牺","犧","xī","xi1","5","Level 5","sacrifice"
"牲","牲","shēng","sheng1","5","Level 5","domestic animal/sacrificial animal"
"驻","駐","zhù","zhu4","5","Level 5","to halt/to stay/to be stationed (of troops, diplomats etc)"
"械","械","xiè","xie4","5","Level 5","appliance/tool/weapon/shackles/also pr. [jie4]"
"埋","埋","mái","mai2","5","Level 5","to bury/to hide; to conceal"
"铺","鋪","pù","pu4","5","Level 5","plank bed/place to sleep/shop/store/(old) relay station"
"猛","猛","měng","meng3","5","Level 5","ferocious/fierce/violent/brave/suddenly/abrupt/(slang) awesome"
"愉","愉","yú","yu2","5","Level 5","pleased"
"宅","宅","zhái","zhai2","5","Level 5","residence/(coll.) to stay in at home/to hang around at home"
"帝","帝","dì","di4","5","Level 5","emperor"
"宗","宗","zōng","zong1","5","Level 5","school/sect/purpose/model/ancestor/clan/to take as one's model (in academic or artistic work)/classifier for batches, items, cases (medical or legal), reservoirs"
"探","探","tàn","tan4","5","Level 5","to explore/to search out/to scout/to visit/to stretch forward"
"赌","賭","dǔ","du3","5","Level 5","to bet; to gamble"
"煮","煮","zhǔ","zhu3","5","Level 5","to cook/to boil"
"讯","訊","xùn","xun4","5","Level 5","to question/to ask/to interrogate/rapid/speedy/fast/news/information"
"祖","祖","zǔ","zu3","5","Level 5","ancestor/forefather/grandparents"
"骄","驕","jiāo","jiao1","5","Level 5","proud/arrogant"
"傲","傲","ào","ao4","5","Level 5","proud/arrogant/to despise/unyielding/to defy"
"撑","撐","chēng","cheng1","5","Level 5","to support/to prop up/to push or move with a pole/to maintain/to open or unfurl/to fill to bursting point/brace/stay/support"
"厕","廁","cè","ce4","5","Level 5","used in 茅~[mao2 si5]"
"哇","哇","wa","wa","5","Level 5","replaces 啊[a5] when following the vowel ""u"" or ""ao"""
"愤","憤","fèn","fen4","5","Level 5","indignant/anger/resentment"
"怒","怒","nù","nu4","5","Level 5","anger/fury/flourishing/vigorous"
"渠","渠","qú","qu2","5","Level 5","big/stream or canal/drain/ditch/CL:條|条[tiao2]/him (dialect)/outer rim of a carriage wheel (old)"
"诸","諸","zhū","zhu1","5","Level 5","all/various"
"跨","跨","kuà","kua4","5","Level 5","to step across/to stride over/to straddle/to span"
"歉","歉","qiàn","qian4","5","Level 5","to apologize/to regret/deficient"
"焦","焦","jiāo","jiao1","5","Level 5","burnt/scorched/charred/worried/anxious/coke/joule (abbr. for 焦耳[jiao1 er3])"
"岗","崗","gǎng","gang3","5","Level 5","(bound form) hillock; mound/sentry post; policeman's beat/(bound form) job; post"
"径","徑","jìng","jing4","5","Level 5","footpath/track/diameter/straight/directly"
"晕","暈","yūn","yun1","5","Level 5","dizzy/halo/ring around moon or sun"
"液","液","yè","ye4","5","Level 5","liquid/fluid/Taiwan pr. [yi4]"
"踏","踏","tà","ta4","5","Level 5","to tread/to stamp/to step on/to press a pedal/to investigate on the spot"
"蹲","蹲","dūn","dun1","5","Level 5","to crouch/to squat/to stay (somewhere)"
"胞","胞","bāo","bao1","5","Level 5","placenta/womb/born of the same parents"
"袖","袖","xiù","xiu4","5","Level 5","sleeve/to tuck inside one's sleeve"
"牵","牽","qiān","qian1","5","Level 5","to lead along/to pull (an animal on a tether)/(bound form) to involve/to draw in"
"抵","抵","dǐ","di3","5","Level 5","to press against/to support/to prop up/to resist/to equal/to balance/to make up for/to mortgage/to arrive at/to clap (one's hands) lightly (expressing delight) (Taiwan pr. [zhi3] for this sense)"
